,0,1
0,0.5166666666666666,0.9851851851851853
1,0.6166666666666667,0.9915343915343916
2,0.9333333333333333,0.417989417989418
3,0.016666666666666666,0.0010582010582010583
4,0.5833333333333334,0.9894179894179895
5,0.8,0.853968253968254
6,0.3333333333333333,0.4232804232804233
7,0.35,0.4666666666666667
8,0.2,0.1523809523809524
9,0.4166666666666667,0.6613756613756614
10,0.8333333333333334,0.7513227513227514
11,0.9166666666666666,0.4761904761904762
12,1.0,0.17460317460317462
13,0.75,1.0
14,0.9666666666666667,0.2984126984126984
15,0.7333333333333333,0.998941798941799
16,0.5,0.9523809523809524
17,0.5333333333333333,0.9862433862433863
18,0.85,0.6984126984126985
19,0.3833333333333333,0.5597883597883598
20,0.65,0.9936507936507937
21,0.13333333333333333,0.06772486772486773
22,0.4,0.6095238095238096
23,0.9833333333333333,0.23703703703703705
24,0.15,0.08571428571428572
25,0.2833333333333333,0.3058201058201058
26,0.6333333333333333,0.9925925925925927
27,0.8666666666666667,0.6444444444444445
28,0.6666666666666666,0.9947089947089948
29,0.23333333333333334,0.20740740740740743
30,0.0,0.0
31,0.08333333333333333,0.026455026455026457
32,0.55,0.9873015873015873
33,0.06666666666666667,0.016931216931216932
34,0.05,0.009523809523809525
35,0.21666666666666667,0.17883597883597885
36,0.6,0.9904761904761905
37,0.7,0.996825396825397
38,0.5666666666666667,0.9883597883597884
39,0.8833333333333333,0.5894179894179895
40,0.11666666666666667,0.05185185185185186
41,0.48333333333333334,0.88994708994709
42,0.36666666666666664,0.5121693121693122
43,0.45,0.7714285714285715
44,0.43333333333333335,0.7153439153439154
45,0.6833333333333333,0.9957671957671959
46,0.25,0.2380952380952381
47,0.7833333333333333,0.9037037037037038
48,0.03333333333333333,0.0031746031746031746
49,0.7166666666666667,0.9978835978835979
50,0.18333333333333332,0.12804232804232804
51,0.7666666666666666,0.9523809523809524
52,0.4666666666666667,0.8296296296296297
53,0.16666666666666666,0.10582010582010583
54,0.31666666666666665,0.382010582010582
55,0.95,0.35873015873015873
56,0.1,0.0380952380952381
57,0.9,0.5333333333333333
58,0.8166666666666667,0.8031746031746032
59,0.26666666666666666,0.2708994708994709
60,0.3,0.34285714285714286
